azim_ref,log_maa_list,log_maa_mean,log_maa_sem,maa_list,maa_mean,maa_sem,tag_model
30,"[0.05482714528987087, 0.11563187004583082, 0.2518809978960809, 0.2618933022965934, 0.5266704170504585, 0.5041607304791859, -0.1657790652597206, 0.43753457210550034, 0.06262738350912535, -0.018801597854217]",0.20306457555587082,0.07384754005753445,"[1.2272431270713289, 1.3539715871248648, 1.3635239604642149, 1.4557239561330773, 1.9786592507316596, 2.0395924629177, 0.9478387949639241, 1.6985876408991822, 1.2568051282182955, 1.085277391193716]",1.4407223299717962,0.11435328322615927,models/sound_localization/IHC1000/arch??
35,"[0.2744659989867975, 0.1041863467733473, 0.2815737678859701, 0.20414532666318833, 0.4718706590024227, 0.7194958013992253, -0.08668945758618747, 0.49322553316729345, 0.030994362833481476, 0.024395808428709972]",0.2517664147554249,0.07929975664144381,"[1.528121106181614, 1.2540774774234347, 1.3994752298257014, 1.3384987067753282, 1.82623653378786, 3.002245554507096, 1.02053003403984, 1.7285291947739034, 1.1927612550058913, 1.1060228377666557]",1.5396497930087325,0.18186191935158671,models/sound_localization/IHC1000/arch??
40,"[0.39839921725404803, 0.026160010609236516, 0.30758841350403815, 0.18341667061267097, 0.4337226990122171, 0.6178256584471703, -0.026761689149795004, 0.6278201818675023, 0.049693108607938054, 0.09818709927151108]",0.27160513700365374,0.07650515518748001,"[1.7346217133855821, 1.106897073635712, 1.4394350379355767, 1.273590270081283, 1.7126369108351582, 2.112559312028129, 1.0779240034516908, 1.9872857381429967, 1.1555805986789591, 1.165738605746333]",1.476626926392142,0.12135521971091304,models/sound_localization/IHC1000/arch??
45,"[0.4219757007435509, -0.0373051907780902, 0.27758759010362516, 0.1816182665483789, 0.449842535581414, 0.5111958394660315, -0.045783912470440696, 0.7501484764854652, 0.1040963594692793, 0.16663320328592693]",0.2780008868435141,0.08053649113256547,"[1.7765470822327674, 1.0173058528447092, 1.3735001122659913, 1.2545114828447408, 1.7006062555580819, 1.9066187371777297, 1.0333122751377368, 2.433090312739792, 1.187870790896539, 1.2324442998952636]",1.4915807201593352,0.1432975632344564,models/sound_localization/IHC1000/arch??
50,"[0.3086902135672041, -0.07166739334634249, 0.22189915804907678, 0.19803531686406653, 0.40844386855871956, 0.5605785198933552, -0.011190428423261992, 0.89120168197703, 0.2172312914596842, 0.28306248270163736]",0.3006284711301169,0.08742377296998849,"[1.5288519061503187, 0.9704961476054214, 1.3085719814673025, 1.259669321963726, 1.6102891248711184, 2.2146358954246774, 1.0634348545357295, 3.1574501307705565, 1.3245201902155397, 1.380549571237361]",1.5818469124241752,0.20586621592765966,models/sound_localization/IHC1000/arch??
55,"[0.23751252392392028, -0.0012536968074989736, 0.2655871240820909, 0.2304695004341282, 0.3458967896278013, 0.6904466404363051, 0.12810200035051997, 1.1807786078188502, 0.374811025846512, 0.3974352729558992]",0.3849785788668528,0.10558982047149366,"[1.4022284603095214, 1.0361704322463112, 1.3910393190852455, 1.2828683096434415, 1.505473199485772, 2.695028503940329, 1.233437497989122, 4.20797212356617, 1.5579267192103698, 1.5667916551029741]",1.7878936220579256,0.3035895743204104,models/sound_localization/IHC1000/arch??
60,"[0.42161523394208894, 0.27641566062448136, 0.5563420399123578, 0.36320374856790966, 0.4329896008012431, 0.9824021853644637, 0.4007070052240374, 1.619617913192046, 0.5930948248438703, 0.5981374959648149]",0.6244525708437314,0.12658069851369705,"[1.7150579776927264, 1.3719217162796902, 1.9607249144023127, 1.4771699783485992, 1.6606495069382123, 3.3744033851134088, 1.7168030637931058, 6.300429896106544, 1.9818413047023522, 2.0026231726194808]",2.356162491599643,0.4721161425330701,models/sound_localization/IHC1000/arch??
65,"[0.809248397690277, 0.7911608922511594, 1.10625401285382, 0.6055377509503006, 0.7379712854903794, 1.7044248034634117, 0.8110575183575345, 2.571520915283989, 0.929549829729145, 0.776417800351655]",1.0843143206421673,0.19151455144091964,"[3.1665597196088853, 2.4607394203040753, 4.386619099105796, 1.9402991560229186, 2.2925321198781825, 6.652371153294369, 2.8038115321704034, 24.33972374966734, 2.8587122619101724, 2.4114782781322344]",5.331284649009437,2.1567575634697604,models/sound_localization/IHC1000/arch??
70,"[1.5970847746089005, 1.8449670039713244, 2.0399983503144927, 1.0909262209580128, 1.442716051304373, 2.892690697766516, 1.345692024604089, 3.4865268180745574, 1.3919728873537665, 1.0957039547095195]",1.8228278783665552,0.250183990112018,"[17.45083557804175, 18.474743577213232, 19.35097679603784, 3.6308547769738695, 5.081266795473622, 38.350268162934775, 5.289258104505532, 49.55345961073934, 4.610611708219199, 3.421529707907785]",16.521380481804695,5.073876064611566,models/sound_localization/IHC1000/arch??
75,"[2.2772894055855057, 2.6819345922430897, 3.2581656193983144, 2.24336431927502, 2.9944353972667237, 3.5891489795030567, 2.0889639385214838, 3.947410058212879, 2.0744339361689326, 1.5943070485281439]",2.6749453294703147,0.23835927783840305,"[21.268374629789697, 26.023792913275642, 43.65440695444841, 32.23513576832592, 38.84241256633414, 56.692584551683886, 14.843593858630262, 66.11833538684981, 9.212770780914349, 5.933891891232832]",31.482529930148495,6.32256171889892,models/sound_localization/IHC1000/arch??
0,"[0.039935766287489176, -0.1460959344193116, 0.09116263519468426, 0.0888763560479563, 0.4107699241768344, -0.0256854948752058, 0.3415526688168495, 0.26979233009231574, 0.05625091869833935, 0.22634167830472973]",0.13529008483246813,0.05470597906211875,"[1.0822511205073326, 0.882027835927046, 1.1245738918164034, 1.10955768629044, 1.592700027034068, 0.9843764544729258, 1.4235140271353643, 1.348729618785592, 1.0910426147873105, 1.269439770924859]",1.1908213047681342,0.06810750971950866,models/sound_localization/IHC0320/arch??
5,"[0.11596645253603473, -0.10522844197628885, 0.1506681508963104, 0.13308993359048954, 0.43507445888208585, 0.05661822594405854, 0.37137342892353215, 0.3077953115718206, 0.10733320760778303, 0.2257481935610801]",0.17984389215369062,0.050456918912229295,"[1.1778981418862235, 0.9176846112404927, 1.1844506461330466, 1.1549209233652968, 1.628195859580351, 1.0674474608645224, 1.473862382414864, 1.401215347488616, 1.143488630183805, 1.2742751164102877]",1.2423439119567505,0.06579891301167452,models/sound_localization/IHC0320/arch??
10,"[0.2824217162705054, -0.010411426414078676, 0.305468962477971, 0.20373379331056585, 0.5399622930559677, 0.25273633998136474, 0.3959810659902663, 0.4577998865209716, 0.23862925576683228, 0.285877574290492]",0.29521994612508584,0.04756604632568314,"[1.426836720338519, 1.0115055623057592, 1.362645322920003, 1.2321982924096133, 1.8059923848247041, 1.30087103084246, 1.5263694942147172, 1.6240216976449915, 1.2940733166297533, 1.355280910332894]",1.3939794732463415,0.06951179385144872,models/sound_localization/IHC0320/arch??
15,"[0.5081259571534104, 0.15976026159822312, 0.5258185401518605, 0.33697157827860075, 0.7605156181867453, 0.5356975254325858, 0.4534006781547624, 0.6190874445056088, 0.4172874444116497, 0.3912276195042177]",0.47078926673776644,0.05150082191166775,"[1.8658056277733905, 1.211074420148586, 1.7055036738581044, 1.4057386872711122, 2.3838379477955107, 1.7924010473046543, 1.633985327439546, 1.8809107818744675, 1.5427558930139924, 1.5052350216433332]",1.6927248428122699,0.1015736463340839,models/sound_localization/IHC0320/arch??
20,"[0.7965414775140921, 0.37297283454328906, 0.8214577059404572, 0.5230879214668109, 1.084326731919729, 0.856335037625096, 0.5615767159493685, 0.809002301556716, 0.6355536451126363, 0.5754880108803647]",0.7036342382508559,0.06540740368184847,"[2.693869779498987, 1.5411645373322147, 2.4247835299192917, 1.7108086413578771, 3.9034094984580086, 2.7160353346998263, 1.822750472755702, 2.3567987631110476, 1.943596638694192, 1.8014920177273526]",2.29147092135545,0.22219832962085587,models/sound_localization/IHC0320/arch??
25,"[1.0411597038299572, 0.6629915206870208, 1.1561629943827745, 0.7114068715664222, 1.5246787353895135, 1.1640031413998904, 0.7436543736933815, 1.0480003576890897, 0.8877245779916906, 0.8058844082362465]",0.9745666684865986,0.08412700194084244,"[3.7388029723296676, 2.1464268073044326, 3.8880773785833624, 2.11257438843864, 8.933839522101271, 4.463662399942428, 2.2050790272158234, 3.2687249795917785, 2.6599200830130374, 2.328971252359621]",3.5746078810880064,0.6512525196907232,models/sound_localization/IHC0320/arch??
30,"[1.320968442395128, 1.066260719973886, 1.5702550256594225, 0.9623973350559148, 1.9276638899542051, 1.5127143475126328, 1.0320801129849515, 1.3401909805608565, 1.265283286007864, 1.1322775426246456]",1.3130091682729508,0.09323426208504135,"[5.287108287164995, 3.5265507965439773, 8.330129585749068, 2.8184852596856427, 19.81484350031941, 8.988976707298555, 3.098874909310979, 4.98173622768785, 4.738795684103111, 3.4680800336205806]",6.505358099148417,1.6222835861192872,models/sound_localization/IHC0320/arch??
35,"[1.6481748206305529, 1.4866974043218324, 2.002510941892775, 1.2454776538731542, 2.094222842042768, 1.9021037329996593, 1.4862284823730807, 1.7275411319096368, 1.9120589822905123, 1.5024126769771435]",1.7007428669311113,0.08647452207223515,"[8.246318047117812, 6.809717067538806, 20.98885985263029, 3.979580761755511, 21.932609033947937, 20.484015598219493, 6.445228726376585, 8.420697014761819, 21.376452183249594, 5.60673630429712]",12.429021458989498,2.420764594753642,models/sound_localization/IHC0320/arch??
40,"[2.0730377340983988, 1.9946913555245136, 2.2593800340393373, 1.5583459307474676, 2.2863942289708024, 2.1822081230246257, 1.9865021468080366, 2.221949298073087, 2.264618653897396, 1.9112391823138786]",2.0738366687497543,0.071160782498352,"[14.977311078269416, 19.949527909851145, 26.246274923120676, 6.289187274160504, 25.191629267919357, 24.751219571337487, 19.8992847760416, 20.46338882700804, 32.78087621570835, 10.08059524027309]",20.062929508368967,2.5026431549349195,models/sound_localization/IHC0320/arch??
45,"[2.66359414694931, 2.2099657610371373, 2.503099259863976, 1.8979823780991418, 2.6314354784003124, 2.4822739854905285, 2.264217439925517, 2.5000380692983764, 2.3958760170236624, 2.4489015858898777]",2.3997384121977836,0.07144769903022129,"[35.59004496450992, 22.43817724683787, 34.56178498501729, 10.204185648929341, 35.85633198950755, 31.328555532641484, 23.939241202291782, 26.450215266657352, 33.78324670084006, 24.060726264076333]",27.821250980130895,2.5574028109101965,models/sound_localization/IHC0320/arch??
50,"[2.9641503745103104, 2.439745257111055, 2.6644436926443684, 2.266736649679963, 2.884213247506351, 2.7194948790198104, 2.4990306289104303, 2.7359352011221496, 2.4884329255683935, 2.7681442614515768]",2.643032711752441,0.06826707999416082,"[45.542717187724215, 28.410824323473815, 36.57803482040503, 19.672361368492414, 45.59378566695276, 37.149230614041876, 29.71573403789593, 36.56799890130275, 34.727473121386616, 35.114832108009175]",34.90729921496846,2.4477289223743326,models/sound_localization/IHC0320/arch??
55,"[3.1589889202003647, 2.615021310913376, 2.7853205424285012, 2.632781981707708, 3.0513752407732575, 2.965771968620366, 2.67356720751139, 2.794626765872699, 2.624759846914608, 2.8982850211733733]",2.820049880611564,0.060946294371868985,"[43.725813891992836, 35.48995542600023, 38.43892972721604, 35.11259179220014, 46.500988305373504, 39.7133494690253, 35.46333958660437, 38.177359337941816, 36.19585219944473, 34.15269135359673]",38.29708710893957,1.2756595266580724,models/sound_localization/IHC0320/arch??
60,"[3.4607704934204357, 2.8212539341410916, 3.020167000527312, 2.833428247040042, 3.361159934119948, 3.313556364385983, 2.8538536526570386, 2.981707637447362, 2.8209402994405757, 3.1006531559402144]",3.0567490719120003,0.07694505832285789,"[50.47923911501342, 37.78905475746547, 42.346215200488516, 37.26511488483339, 52.87079286930243, 45.51247125426599, 37.740926965130534, 42.416667042759414, 37.75223713412668, 38.74060498449115]",42.2913324207877,1.791373972129478,models/sound_localization/IHC0320/arch??
65,"[3.8364038480648746, 3.0386150012139708, 3.2565918394836193, 2.9615253946783042, 3.9933606761704095, 3.7278590557430302, 2.8309918829902565, 3.2720196650561193, 3.109219342182889, 3.244228252290574]",3.3270814957874046,0.12424161574933712,"[56.37279498672685, 40.48654091400088, 48.22487667518732, 38.73447942815982, 71.5391571408887, 60.647920418739, 30.55974752942195, 49.645249748963465, 35.97936782318126, 40.4317155112363]",47.26218501765056,3.9856939806437595,models/sound_localization/IHC0320/arch??
70,"[4.324396325158793, 3.2337631987601214, 3.524489515285404, 3.055777661496197, 4.059745772283677, 3.8351725504364667, 2.9897372179102946, 3.492147727241401, 3.4322381480428716, 3.3804420512970608]",3.5327910167912284,0.13509928672564786,"[79.54402761993799, 41.578850112743936, 49.7827400150494, 38.819149556198596, 68.61499192943461, 61.218502275820164, 31.41184092676917, 48.984427307168005, 45.250989166483585, 41.938494250315166]",50.71440131599206,4.67877595803861,models/sound_localization/IHC0320/arch??
75,"[4.3508294410355965, 3.552950419414867, 3.934126148281576, 3.260842710408417, 4.202493814747454, 3.9700426766377936, 3.2850208214017393, 3.943105727594902, 3.6427892977951917, 3.597446539284403]",3.773964759660194,0.1158874134350452,"[81.13597399120322, 43.69532191644864, 65.64139640800933, 41.2081302465273, 71.94718566656263, 61.554041775274094, 38.27933393131729, 63.51533871208824, 45.81910832573099, 45.59352354669907]",55.83893545198608,4.669435546302825,models/sound_localization/IHC0320/arch??
0,"[0.392547224823171, 0.4336453039770869, 0.15474710664157762, 0.17924081294979835, 0.41263853796388816, 0.06462077424555725, 0.25643596075332714, 0.49883549429450963, 0.26012175026951573, 0.4433888892463899]",0.30962218551648213,0.04629089467242181,"[1.5793446559331725, 1.7497645602913228, 1.2852503266410114, 1.2452705245090567, 1.8047660792037037, 1.1755950190106315, 1.4055908799700763, 1.69819455821941, 1.4409767421930397, 1.6487728979861738]",1.50335262439576,0.0708286097801382,models/sound_localization/IHC0050/arch??
5,"[0.4369745814710407, 0.5240043135356591, 0.1963082181518305, 0.2440790548720884, 0.46547090978912636, 0.10504040430428684, 0.30020913838297036, 0.5104953325585898, 0.3142912792479215, 0.4795834499541705]",0.3576456682267684,0.0461569215218362,"[1.6837271952456943, 1.9025682785346314, 1.3494141690407462, 1.347821765489132, 1.8920437083826658, 1.2374304740237592, 1.4883283289364584, 1.7557797186346555, 1.5362053966408995, 1.72394713111683]",1.5917266166045472,0.07432489882401357,models/sound_localization/IHC0050/arch??
10,"[0.4692973462032933, 0.5747827583188644, 0.27777182396402056, 0.30094578031390695, 0.53787238315017, 0.17396931852981398, 0.35041504695759507, 0.5285185750038502, 0.42518671580229167, 0.5019002764870472]",0.41406600247308534,0.04192804255003885,"[1.72004270257573, 1.9529998066956165, 1.428958757771085, 1.4278438443822632, 1.9665543042947518, 1.283571857390917, 1.5206586923977572, 1.8018773202069163, 1.6717798877332208, 1.7477730994426055]",1.6522060272890862,0.07296763618328786,models/sound_localization/IHC0050/arch??
15,"[0.5627824812225694, 0.6592785492989774, 0.40572934449463977, 0.408274775763899, 0.6520799687390166, 0.30682300533043483, 0.4462187914279178, 0.5722178885361989, 0.6059072528955549, 0.5784632510504809]",0.519777530875969,0.03780455589137127,"[1.8434357235969847, 2.045677813378503, 1.5514527445638668, 1.555941870011609, 2.0543905606662567, 1.4117222221097203, 1.6289610557338283, 1.8552951525329175, 1.914008299736105, 1.8500250563668283]",1.771091049869662,0.06980238361695508,models/sound_localization/IHC0050/arch??
20,"[0.7907920684853874, 0.8249881763510643, 0.6511079243179242, 0.6419992063856097, 0.8752280408270795, 0.5591561336051244, 0.653565462554091, 0.7027607180012597, 0.8662256265392131, 0.7769504756606568]",0.734277383272741,0.034014435572621966,"[2.259834999501182, 2.3412757881601074, 1.9322301625368523, 1.9327676332513224, 2.458663656962407, 1.7727713181168971, 1.9533076604224329, 2.087195554057725, 2.413965006631681, 2.2214028367309733]",2.137341461637158,0.07428505665874709,models/sound_localization/IHC0050/arch??
25,"[1.072416871814971, 1.0101910663372629, 0.9357514104638422, 0.9736348226886661, 1.1500085640403477, 0.9474708988795529, 0.9448544815221055, 0.9410107918323801, 1.2323622515592723, 1.0168815324266693]",1.022458269156507,0.03183065593953835,"[3.0106964311738373, 2.811836643950176, 2.639134663923433, 2.7941442837396226, 3.167883891060079, 2.656313272261453, 2.6228157457290173, 2.633762480957764, 3.688809424211214, 2.876440382439809]",2.8901837219446405,0.10540677457346284,models/sound_localization/IHC0050/arch??
30,"[1.4849217220726973, 1.355894516469845, 1.3865252080663641, 1.7186236616196358, 1.5621835965789206, 1.4948574945857354, 1.4065798541862737, 1.2635319826183073, 1.8800886640088592, 1.5458599931480885]",1.5099066693354728,0.05732881582135948,"[5.323086551511211, 4.349803423125517, 5.283018974823727, 17.766792500110544, 5.045566378191519, 5.880012676532459, 4.909985190793171, 3.7995464033145208, 11.209662814023973, 7.310308880691736]",7.087778379311838,1.358647918072892,models/sound_localization/IHC0050/arch??
35,"[2.0744191988156273, 1.906539100937926, 1.9350946387846377, 2.093873147248594, 1.9973328320765997, 2.3062122536168395, 2.053979173575119, 1.6780612998614013, 2.4492955849802533, 2.0309689956457238]",2.052577622554272,0.06690049857070325,"[19.782593208816422, 11.930241136364387, 18.776927984457217, 20.51611979554097, 10.359566581286474, 26.92396421544333, 19.48498419051799, 6.474156390728729, 32.88642017498265, 19.35326483433359]",18.648823851247176,2.4477763234404883,models/sound_localization/IHC0050/arch??
40,"[2.407907882795915, 2.367159700157101, 2.273433391164137, 2.55558134537401, 2.4930451180118705, 2.59284546054118, 2.5209997744155777, 2.1355210422984094, 2.6431596081866444, 2.3425743770962306]",2.4332227700041074,0.04979840294954983,"[23.576673090446914, 25.890457496605425, 21.563803757332604, 33.42008209162191, 23.268941863925324, 33.70342073040236, 28.1106215737688, 12.844775670358587, 34.063695217665185, 22.406513534095453]",25.884898502622253,2.1153981246002114,models/sound_localization/IHC0050/arch??
45,"[2.8235227191189214, 2.6364274202295417, 2.7833535002284555, 2.7346854611048212, 2.823008069985907, 2.84170007301935, 2.7622353789857805, 2.5846941434378343, 2.861965303879496, 2.740694116591816]",2.7592286186581925,0.02840916895893683,"[33.422430830271026, 33.746697251113034, 33.044991191438726, 34.60201068123047, 31.993135601360468, 35.7868793775715, 34.77661930179233, 24.867725877439174, 35.89296665379191, 34.5298489467408]",33.26633057127494,1.0076130886597567,models/sound_localization/IHC0050/arch??
50,"[3.0999285033989956, 2.8111927642697427, 3.1495518901454673, 2.943176222074783, 3.0304515881054583, 3.1603100956905545, 2.9656914872041233, 2.9968940600328433, 3.0371262998757125, 2.8957331341857793]",3.0090056044983458,0.035036626371812644,"[38.81824161875864, 34.89060450260269, 48.42913664128821, 36.46094560379702, 38.04717794985109, 40.720700159060094, 36.758885956054165, 37.611379895958656, 37.95470255705221, 35.7922364582193]",38.54840113426421,1.2130681837893207,models/sound_localization/IHC0050/arch??
55,"[3.331247112487438, 2.9611439899618843, 3.2584029609096703, 3.095504309708977, 3.1513747745384797, 3.3269007215197894, 3.0867463434427607, 3.0651286850170165, 3.2322831824107907, 3.0703192334422766]",3.1579051313439086,0.039190793506768414,"[44.38492956126796, 36.56954350424269, 49.74981115948103, 38.89028057662126, 40.178182517112155, 44.14625654815614, 38.4792125686434, 38.40981466886026, 41.95886010143852, 38.324262419758014]",41.10911536255814,1.263568449986978,models/sound_localization/IHC0050/arch??
60,"[3.4974668512187357, 3.215942397810221, 3.357255244268641, 3.1944415138902453, 3.3851397002614783, 3.576477102277091, 3.2638635500803352, 3.246300228191012, 3.3152592701101686, 3.1658545667291995]",3.321800042483713,0.04240451810574703,"[49.2784015095962, 40.70525990292947, 48.88493019880559, 35.316346731080195, 47.20282458584938, 52.8865832999457, 42.10435357111185, 41.547637230367876, 42.93291549560968, 38.818788442627465]",43.967804096792335,1.7152760559731501,models/sound_localization/IHC0050/arch??
65,"[3.8507688831263707, 3.303614223143697, 3.4033596185560557, 3.3111343087160705, 3.6599615338803027, 3.675854761436398, 3.1086946218666185, 3.4746211483171634, 3.5894427920073873, 3.236169938339079]",3.4613621829389145,0.07299694630649704,"[63.22569030567059, 36.42066568471026, 43.63584596628224, 34.580032360928804, 55.322491179317815, 50.93092464317968, 25.436017942854974, 45.67271154483759, 47.897876934136086, 30.889128437465683]",43.40113849993837,3.686461474518299,models/sound_localization/IHC0050/arch??
70,"[4.179119108926276, 3.6518232084685067, 3.890270427950991, 3.499883457048694, 3.9045714246357996, 4.210088146107107, 3.5181830108501893, 3.8161514812690593, 3.784725233127933, 3.5290218271405664]",3.7983837325525123,0.08139969092422265,"[72.29430760485052, 43.58909539812431, 54.70247000024733, 37.17017461696269, 58.98073422730059, 70.33441277244803, 34.6165025976703, 52.92533758470005, 47.75516574071454, 38.64434269008305]",51.10125432331014,4.197972577031798,models/sound_localization/IHC0050/arch??
75,"[4.499809670330265, 4.242728327418527, 4.208501702769884, 4.068224287126879, 4.317607351369755, 4.411909874439348, 4.124437107472674, 4.205134577669832, 4.200157322000078, 3.9096226542764434]",4.218813287487369,0.053166582469696445,"[90.0, 73.8842918793095, 72.58695763197227, 65.55004387416962, 80.027064861933, 83.85207084786659, 66.81629468063588, 73.0612722726945, 70.01354656312138, 58.845924806949284]",73.46374674186521,2.902010048084931,models/sound_localization/IHC0050/arch??
